RES_ID,LOC,GENDER,AGE,WEIGHT,FREQUENCY,PRICE,WAIT_TIME,FOOD_PREFERENCE,MOOD,DISH CHOSEN,CUISINE,INGREDIENTS,DISH TYPE,ALLERGENS
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,dimsums,Chinese,"refined flour, salt, minced cabbage (or mixed vegetables), oil, onion-finely chopped, garlic, vinegar, black pepper",Both,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,sweet corn soup,Chinese,"Sweet corn, Egg, Sugar, Corn flour, Veg stock, Salt",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,sweet and sour chicken,Chinese,"chicken, eggs , cornstarch, flour, oil , red bell pepper, yellow bell pepper, sugar, vinegar, soy sauce, garlic",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,sesame honey chilli potatoes,Chinese,"potatoes (sliced), cornflour or maida, salt, red chilli powder, Oil (for deep frying), oil, spring onions (with stalk), garlic paste, capsicum, honey, salt, soya sauce, white sesame seeds, chilli sauce",Vegetarian,Sesame
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,garlic prawns,Chinese,"chopped garlic, chopped onions, oil, cornflour, vinegar, soya sauce, sugar, cleaned prawns, lemon juice",Non-Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,hot and sour soup,Chinese,"carrot, cabbage, black mushrooms, button mushrooms, bamboo shoots, bean sprouts, fresh beans, chicken, prawns, soya sauce, chili powder, white pepper, corn flour, Egg, coriander, chili oil, stock, vinegar, salt",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,garlic chicken,Chinese,"Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), Sesame Oil (toasted), White Pepper (finely ground), Ginger Juice, Peanut Oil or Vegetable oil (divided), Garlic cloves (minced), Ginger, Red Chilli Flakes, Red Onion , Snow Peas (trimmed), Red Bell Pepper (cut into thin strips), Rice Vinegar, Soy Sauce, Dark Soy Sauce, Chinese Rice Wine, Brown Sugar, Cornflour",Non-Vegetarian,Sesame
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,butter chicken,North Indian,"dish, originating in the Indian subcontinent, of chicken in a mildly spiced tomato sauce. It is also known as murgh mahal",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chole bhature,North Indian,"Main course with Chick peas, assorted spices, wheat flour and bhatura yeast.",Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,gajar ka halwa,Beverages & Desserts,"Carrots, milk, sugar, ghee, cashews, raisins",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,kaju katli,Beverages & Desserts,"Cashews, ghee, cardamom, sugar",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,kalakand,Beverages & Desserts,"Milk, cottage cheese, sugar",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,phirni,Beverages & Desserts,"Rice, sugar, nuts",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,strawberry lemonade,Beverages & Desserts,"sugar, water, lemon, strawberries, fresh lemon juice, ice cubes",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,ice tea,Beverages & Desserts,"water, white sugar, tea bags, frozen cranberry juice concentrate",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,shahi tukda,Beverages & Desserts,"almonds, green unsalted pistachio, bread slices, Oil, milk, green cardamom powder , sugar, saffron, screw pine (kewda) water, candied ginger, pineapple,",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,milk shake,Beverages & Desserts,"Milk, Sugar, Ice cream, Fruits",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,idly,South Indian,"Rice, Urad dal",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,upma,South Indian,Semolina,Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,uttapam,South Indian,"Rice, Onion, Rice Flour, Tomato, Urad dal, White lentils",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken pasta salad,Continental/Italian,"fusilli (pasta twirls), broccoli (cut into small florets), cherry or baby tomatoes (cut in half), 1 x 198 gm tin of sweetcorn (drained), chicken (cooked, cut into small pieces), spring onions, olive oil, soy sauce, balsamic vinegar, runny honey, sugar, salt and freshly ground black pepper",Non-Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,baked pasta,Continental/Italian,"Any short pasta, Olive oil, Onion, Garlic (minced), Mixed bell peppers, Mushrooms, Spinach , Eggplant, Mixed olives, Green chillies, Tomato puree, Mixed cheese, Cream, Breadcrumbs, Butter (cut into cubes)",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken steak,Continental/Italian,"chicken, Eggs, ginger paste, garlic paste, onions, coriander leaves, green chillies, black pepper powder, flour, vinegar, salt , Oil",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken lasagne,Continental/Italian,"Chicken thigh,fillets, fresh lasagne sheets,tomato,butter",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,falafel & hummus,Continental/Italian,"Tahini sauce,dried,chickpeas,pita pockets, pickles, toasted,mint,kabuli chana",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,rissoto,Continental/Italian,"Rice, Bouillon, Butter, Onion, White Wine, Parmigiano-Reggiano",Both,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,spaghetti,Continental/Italian,"Semolina or flour, water",Both,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,white sauce pasta,Continental/Italian,"Penne Pasta,Pizza, butter, carrot,garlic",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,manchow soup,Chinese,"Water, Ginger, Garlic, Green chilies , Coriander leaves - finely chopped, French beans, Carrots, Cabbage , Capsicum , Mushrooms , Spring onions, Pepper, Soya sauce, Cornflour - mixed with, Water, Spring onion, oil & salt",Both,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,spring rolls,Chinese,"flour, egg, salt, water, milk, oil , cabbage, spring onions, shredded carrot, garlic, soya sauce, celery",Both,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,schezuan chicken,Chinese,"boneless skinless chicken, cornstarch, ground pepper, oil, ginger, garlic, vinegar , sesame oil, Sesame seeds, white rice",Non-Vegetarian,Sesame
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,dimsums,Chinese,"refined flour, salt, minced cabbage (or mixed vegetables), oil, onion-finely chopped, garlic, vinegar, black pepper",Both,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,sweet corn soup,Chinese,"Sweet corn, Egg, Sugar, Corn flour, Veg stock, Salt",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chilli paneer,Chinese,"Cottage Cheese, Salt, Egg, Corn flour, Ginger-garlic paste, Water , Oil , Onions , Green chillies , Soya sauce, Vinegar, Capsicum, spring onion",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,sweet and sour chicken,Chinese,"chicken, eggs , cornstarch, flour, oil , red bell pepper, yellow bell pepper, sugar, vinegar, soy sauce, garlic",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,sesame honey chilli potatoes,Chinese,"potatoes (sliced), cornflour or maida, salt, red chilli powder, Oil (for deep frying), oil, spring onions (with stalk), garlic paste, capsicum, honey, salt, soya sauce, white sesame seeds, chilli sauce",Vegetarian,Sesame
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,garlic prawns,Chinese,"chopped garlic, chopped onions, oil, cornflour, vinegar, soya sauce, sugar, cleaned prawns, lemon juice",Non-Vegetarian,Soy
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,hot and sour soup,Chinese,"carrot, cabbage, black mushrooms, button mushrooms, bamboo shoots, bean sprouts, fresh beans, chicken, prawns, soya sauce, chili powder, white pepper, corn flour, Egg, coriander, chili oil, stock, vinegar, salt",Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,garlic chicken,Chinese,"Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), Sesame Oil (toasted), White Pepper (finely ground), Ginger Juice, Peanut Oil or Vegetable oil (divided), Garlic cloves (minced), Ginger, Red Chilli Flakes, Red Onion , Snow Peas (trimmed), Red Bell Pepper (cut into thin strips), Rice Vinegar, Soy Sauce, Dark Soy Sauce, Chinese Rice Wine, Brown Sugar, Cornflour",Non-Vegetarian,Sesame
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,butter chicken,North Indian,"dish, originating in the Indian subcontinent, of chicken in a mildly spiced tomato sauce. It is also known as murgh mahal",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chole bhature,North Indian,"Main course with Chick peas, assorted spices, wheat flour and bhatura yeast.",Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,dal tadka,North Indian,"Typical north Indian tadka,Assorted types of lentils, such as toor, urad, chana, masoor dal",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,gajar ka halwa,Beverages & Desserts,"Carrots, milk, sugar, ghee, cashews, raisins",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,kaju katli,Beverages & Desserts,"Cashews, ghee, cardamom, sugar",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,kalakand,Beverages & Desserts,"Milk, cottage cheese, sugar",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,phirni,Beverages & Desserts,"Rice, sugar, nuts",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,strawberry lemonade,Beverages & Desserts,"sugar, water, lemon, strawberries, fresh lemon juice, ice cubes",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,ice tea,Beverages & Desserts,"water, white sugar, tea bags, frozen cranberry juice concentrate",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,shahi tukda,Beverages & Desserts,"almonds, green unsalted pistachio, bread slices, Oil, milk, green cardamom powder , sugar, saffron, screw pine (kewda) water, candied ginger, pineapple,",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,chocolate lava cake,Beverages & Desserts,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Hungry,milk shake,Beverages & Desserts,"Milk, Sugar, Ice cream, Fruits",Vegetarian,Milk
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,vada,South Indian,"Chili pepper, Curry tree, Onions, Lentils",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,idly,South Indian,"Rice, Urad dal",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,upma,South Indian,Semolina,Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,mughlai biryani,South Indian,"saffron, nutmeg, cardamom, cumin, cinnamon, flavored rice, browned meat, fried onions, sultanas, dry fruits",Non-Vegetarian,cardamom
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
R2D9b4x1,Mumbai,Female,15-25,46-60,Every week,500-750,Less than 20 min,Non-Vegetarian,Binge Watching,uttapam,South Indian,"Rice, Onion, Rice Flour, Tomato, Urad dal, White lentils",Vegetarian,
